Word,Conc.M,Conc.SD,Category
indexing,2.54,1.36,Abstract
inebriate,2.54,1.36,Abstract
inflation,2.54,1.5,Abstract
installment,2.54,1.37,Abstract
isolation,2.54,1.29,Abstract
jive,2.54,1.42,Abstract
latitude,2.54,1.42,Abstract
legislature,2.54,1.43,Abstract
limelight,2.54,1.2,Abstract
magnetism,2.54,1.26,Abstract
majority,2.54,1.45,Abstract
miss,2.54,1.5,Abstract
mistranslation,2.54,1.5,Abstract
necromancy,2.54,1.45,Abstract
pessimist,2.54,1.2,Abstract
plurality,2.54,1.23,Abstract
poverty,2.54,1.43,Abstract
pronunciation,2.54,1.45,Abstract
punctuality,2.54,1.44,Abstract
quitter,2.54,1.32,Abstract
rationing,2.54,1.6,Abstract
rerelease,2.54,1.22,Abstract
rite,2.54,1.37,Abstract
romanticist,2.54,1.42,Abstract
sexiness,2.54,1.17,Abstract
society,2.54,1.48,Abstract
stewardship,2.54,1.21,Abstract
suburbanizing,2.54,1.26,Abstract
sweetie,2.54,1.48,Abstract
theorist,2.54,1.6,Abstract
thinker,2.54,1.43,Abstract
trafficking,2.54,1.14,Abstract
verbiage,2.54,1.61,Abstract
childhood,2.53,1.36,Abstract
commandment,2.53,1.14,Abstract
confrontation,2.53,1.31,Abstract
dominance,2.53,1.41,Abstract
endorsement,2.53,1.22,Abstract
espionage,2.53,1.04,Abstract
gradation,2.53,1.38,Abstract
instrumentation,2.53,1.31,Abstract
nonconformist,2.53,1.38,Abstract
sisterhood,2.53,1.14,Abstract
whippersnapper,2.53,1.46,Abstract
abstractionist,2.52,1.66,Abstract
acquirer,2.52,1.27,Abstract
advisement,2.52,1.53,Abstract
authorship,2.52,1.4,Abstract
classification,2.52,1.57,Abstract
claustrophobia,2.52,1.5,Abstract
concealment,2.52,1.18,Abstract
conglomerate,2.52,1.4,Abstract
conglomeration,2.52,1.56,Abstract
consortium,2.52,1.5,Abstract
cosmology,2.52,1.64,Abstract
courtship,2.52,1.23,Abstract
daze,2.52,1.38,Abstract
declaration,2.52,1.5,Abstract
declination,2.52,1.36,Abstract
density,2.52,1.48,Abstract
disobedience,2.52,1.48,Abstract
dissipation,2.52,1.21,Abstract
drawback,2.52,1.43,Abstract
egoist,2.52,1.34,Abstract
eroticism,2.52,1.48,Abstract
fore,2.52,1.45,Abstract
fright,2.52,1.4,Abstract
guise,2.52,1.48,Abstract
hellfire,2.52,1.64,Abstract
hetero,2.52,1.61,Abstract
hotshot,2.52,1.12,Abstract
hyperacidity,2.52,1.29,Abstract
identifier,2.52,1.38,Abstract
import,2.52,1.5,Abstract
impulse,2.52,1.45,Abstract
innovator,2.52,1.4,Abstract
investigation,2.52,1.3,Abstract
ionization,2.52,1.53,Abstract
lethargy,2.52,1.28,Abstract
mathematics,2.52,1.42,Abstract
merrymaking,2.52,1.19,Abstract
metabolite,2.52,1.5,Abstract
midseason,2.52,1.38,Abstract
niche,2.52,1.42,Abstract
occasion,2.52,1.25,Abstract
originator,2.52,1.25,Abstract
outlay,2.52,1.23,Abstract
pact,2.52,1.4,Abstract
pageantry,2.52,1.39,Abstract
peril,2.52,1.35,Abstract
polling,2.52,1.6,Abstract
practice,2.52,1.33,Abstract
prohibition,2.52,1.48,Abstract
purgatory,2.52,1.5,Abstract
quickness,2.52,1.34,Abstract
reconvict,2.52,1.36,Abstract
reflectivity,2.52,1.31,Abstract
requirement,2.52,1.43,Abstract
ruckus,2.52,1.24,Abstract
scapegoat,2.52,1.25,Abstract
sobriety,2.52,1.16,Abstract
spousal,2.52,1.08,Abstract
substitution,2.52,1.53,Abstract
threat,2.52,1.12,Abstract
wholeness,2.52,1.37,Abstract
windfall,2.52,1.23,Abstract
marriage,2.51,1.2,Abstract
abandoner,2.5,1.5,Abstract
accomplishment,2.5,1.37,Abstract
adulthood,2.5,1.5,Abstract
affiliate,2.5,1.4,Abstract
aftereffect,2.5,1.26,Abstract
airtime,2.5,1.2,Abstract
alliance,2.5,1.33,Abstract
antsy,2.5,1.35,Abstract
assortment,2.5,1.39,Abstract
astronautics,2.5,1.4,Abstract
badass,2.5,1.58,Abstract
beginning,2.5,1.39,Abstract
changeling,2.5,1.56,Abstract
con,2.5,1.58,Abstract
criteria,2.5,1.29,Abstract
detail,2.5,1.2,Abstract
detoxification,2.5,1.28,Abstract
dimension,2.5,1.42,Abstract
dissident,2.5,1.35,Abstract
enslavement,2.5,1.48,Abstract
fanciness,2.5,1.29,Abstract
faux,2.5,1.33,Abstract
flashiness,2.5,1.29,Abstract
folklore,2.5,1.42,Abstract
frigidity,2.5,1.14,Abstract
horror,2.5,1.45,Abstract
imminence,2.5,1.53,Abstract
incorporation,2.5,1.45,Abstract
infraction,2.5,1.23,Abstract
input,2.5,1.17,Abstract
interim,2.5,1.17,Abstract
klutziness,2.5,1.22,Abstract
lowball,2.5,1.41,Abstract
mind,2.5,1.39,Abstract
mishap,2.5,1.02,Abstract
momentum,2.5,1.58,Abstract
mousy,2.5,1.24,Abstract
neurology,2.5,1.48,Abstract
otherworld,2.5,1.62,Abstract
pastime,2.5,1.26,Abstract
patient,2.5,1.5,Abstract
peewee,2.5,1.06,Abstract
protection,2.5,1.21,Abstract
rate,2.5,1.4,Abstract
readership,2.5,1.22,Abstract
reelection,2.5,1.26,Abstract
reexamination,2.5,1.37,Abstract
refresher,2.5,1.17,Abstract
riddle,2.5,1.41,Abstract
rollout,2.5,1.18,Abstract
sequestration,2.5,1.48,Abstract
slowdown,2.5,1.44,Abstract
sociopath,2.5,1.37,Abstract
thingy,2.5,1.45,Abstract
uncleanness,2.5,1.14,Abstract
upcountry,2.5,1.5,Abstract
usurper,2.5,1.35,Abstract
abnormality,2.48,1.33,Abstract
advent,2.48,1.19,Abstract
airhead,2.48,1.4,Abstract
astrology,2.48,1.58,Abstract
automation,2.48,1.34,Abstract
benchmark,2.48,1.56,Abstract
biddy,2.48,1.37,Abstract
biorhythm,2.48,1.42,Abstract
bonding,2.48,1.27,Abstract
boon,2.48,1.45,Abstract
breach,2.48,1.36,Abstract
brink,2.48,1.33,Abstract
brutality,2.48,1.21,Abstract
clearness,2.48,1.45,Abstract
command,2.48,1.24,Abstract
counsel,2.48,1.43,Abstract
defect,2.48,1.22,Abstract
deliciousness,2.48,1.27,Abstract
demoralizer,2.48,1.53,Abstract
dependant,2.48,1.48,Abstract
detachment,2.48,1.24,Abstract
dissenter,2.48,1.37,Abstract
dramatization,2.48,1.19,Abstract
elopement,2.48,1.53,Abstract
enforcement,2.48,1.39,Abstract
erasure,2.48,1.42,Abstract
exasperation,2.48,1.27,Abstract
excise,2.48,1.5,Abstract
excitement,2.48,1.4,Abstract
exclamation,2.48,1.43,Abstract
feedback,2.48,1.4,Abstract
fetish,2.48,1.15,Abstract
gawkiness,2.48,1.5,Abstract
governorship,2.48,1.27,Abstract
homestretch,2.48,1.48,Abstract
horsepower,2.48,1.37,Abstract
illiteracy,2.48,1.35,Abstract
illusion,2.48,1.33,Abstract
imagery,2.48,1.37,Abstract
impairment,2.48,1.47,Abstract
inpatient,2.48,1.55,Abstract
interloper,2.48,1.33,Abstract
invalid,2.48,1.25,Abstract
lesbianism,2.48,1.45,Abstract
logistics,2.48,1.18,Abstract
midcourse,2.48,1.45,Abstract
misdemeanor,2.48,1.6,Abstract
motto,2.48,1.43,Abstract
ohm,2.48,1.34,Abstract
output,2.48,1.6,Abstract
outspokenness,2.48,1.24,Abstract
parameter,2.48,1.38,Abstract
physicality,2.48,1.12,Abstract
pretax,2.48,1.47,Abstract
pretender,2.48,1.4,Abstract
probation,2.48,1.38,Abstract
pronoun,2.48,1.55,Abstract
propaganda,2.48,1.15,Abstract
recruitment,2.48,1.21,Abstract
retaliation,2.48,1.23,Abstract
runabout,2.48,1.69,Abstract
singleness,2.48,1.12,Abstract
slang,2.48,1.5,Abstract
subcontract,2.48,1.42,Abstract
symbiosis,2.48,1.12,Abstract
syndrome,2.48,1.34,Abstract
tactics,2.48,1.21,Abstract
thingamajig,2.48,1.53,Abstract
trailblazer,2.48,1.25,Abstract
transgression,2.48,1.25,Abstract
upheaval,2.48,0.99,Abstract
vibes,2.48,1.27,Abstract
viewership,2.48,1.27,Abstract
barrenness,2.47,1.25,Abstract
confidentiality,2.47,1.57,Abstract
fib,2.47,1.53,Abstract
interjection,2.47,1.36,Abstract
morbidity,2.47,1.36,Abstract
queasiness,2.47,1.2,Abstract
rendering,2.47,1.33,Abstract
tardiness,2.47,1.25,Abstract
termination,2.47,1.2,Abstract
truce,2.47,1.31,Abstract
accolade,2.46,1.32,Abstract
alternative,2.46,1.5,Abstract
anticommunist,2.46,1.45,Abstract
apparition,2.46,1.26,Abstract
boaster,2.46,1.3,Abstract
compiler,2.46,1.53,Abstract
complicit,2.46,1.43,Abstract
conversion,2.46,1.14,Abstract
creationist,2.46,1.44,Abstract
deadbeat,2.46,1.37,Abstract
denial,2.46,1.48,Abstract
desecration,2.46,0.95,Abstract
disguiser,2.46,1.37,Abstract
distraction,2.46,1.35,Abstract
downtrodden,2.46,1.5,Abstract
dynasty,2.46,1.45,Abstract
evasion,2.46,1.17,Abstract
exposition,2.46,1.17,Abstract
fandom,2.46,1.3,Abstract
flair,2.46,1.35,Abstract
fraternity,2.46,1.32,Abstract
gaffe,2.46,1.35,Abstract
guidance,2.46,1.36,Abstract
harmony,2.46,1.23,Abstract
impersonation,2.46,1.23,Abstract
intonation,2.46,1.33,Abstract
maxim,2.46,1.56,Abstract
midrange,2.46,1.26,Abstract
mode,2.46,1.45,Abstract
occlusion,2.46,1.64,Abstract
outpouring,2.46,1.36,Abstract
phase,2.46,1.26,Abstract
prerequisite,2.46,1.45,Abstract
psychopathology,2.46,1.21,Abstract
punishment,2.46,1.35,Abstract
putridity,2.46,1.42,Abstract
racketeering,2.46,1.38,Abstract
rapidity,2.46,1.17,Abstract
recalibration,2.46,1.24,Abstract
separateness,2.46,1.18,Abstract
shortage,2.46,1.32,Abstract
soundings,2.46,1.4,Abstract
spidery,2.46,1.24,Abstract
stickler,2.46,1.42,Abstract
sugarcoat,2.46,1.32,Abstract
tanginess,2.46,1.56,Abstract
therapeutics,2.46,1.18,Abstract
thrill,2.46,1.53,Abstract
uniformity,2.46,1.2,Abstract
unloose,2.46,1.22,Abstract
upsides,2.46,1.23,Abstract
variation,2.46,1.17,Abstract
vernacular,2.46,1.3,Abstract
adherent,2.45,1.21,Abstract
affair,2.45,1.27,Abstract
authorization,2.45,1.33,Abstract
companionship,2.45,1.27,Abstract
defense,2.45,1.43,Abstract
enactment,2.45,1.33,Abstract
homespun,2.45,1.24,Abstract
homonym,2.45,1.3,Abstract
motif,2.45,1.21,Abstract
muse,2.45,1.43,Abstract
noncombatant,2.45,1.18,Abstract
observance,2.45,1.45,Abstract
outrage,2.45,1.38,Abstract
overproduction,2.45,1.18,Abstract
relief,2.45,1.4,Abstract
specification,2.45,1.3,Abstract
summarization,2.45,1.38,Abstract
verification,2.45,1.27,Abstract
wording,2.45,1.3,Abstract
zoning,2.45,1.53,Abstract
amendment,2.44,1.39,Abstract
bumble,2.44,1.25,Abstract
burnout,2.44,1.34,Abstract
commendation,2.44,1.53,Abstract
congratulations,2.44,1.4,Abstract
demeanor,2.44,1.45,Abstract
depopulation,2.44,1.4,Abstract
drudge,2.44,1.55,Abstract
emotion,2.44,1.48,Abstract
exertion,2.44,1.15,Abstract
feat,2.44,1.34,Abstract
fibber,2.44,1.45,Abstract
fragmentation,2.44,1.34,Abstract
gorgeousness,2.44,1.34,Abstract
highness,2.44,1.42,Abstract
homeostasis,2.44,1.42,Abstract
hypersensitivity,2.44,1.31,Abstract
immodesty,2.44,1.53,Abstract
insurgency,2.44,1.42,Abstract
internals,2.44,1.39,Abstract
klutz,2.44,1.12,Abstract
municipality,2.44,1.25,Abstract
necrophilia,2.44,1.39,Abstract
nonviolence,2.44,1.05,Abstract
pacifist,2.44,1.29,Abstract
participle,2.44,1.63,Abstract
peacetime,2.44,1.12,Abstract
plasticity,2.44,1.31,Abstract
pomp,2.44,1.39,Abstract
pubescence,2.44,1.23,Abstract
resurvey,2.44,1.28,Abstract
spunk,2.44,1.42,Abstract
stimulation,2.44,1.45,Abstract
traditionalist,2.44,1.22,Abstract
twerp,2.44,1.37,Abstract
unsteadiness,2.44,1.19,Abstract
upkeep,2.44,1.37,Abstract
abolition,2.43,1.5,Abstract
adjective,2.43,1.4,Abstract
buyout,2.43,1.43,Abstract
cause,2.43,1.4,Abstract
composure,2.43,1.5,Abstract
description,2.43,1.29,Abstract
diagnoses,2.43,1.36,Abstract
embarrassment,2.43,1.22,Abstract
extinction,2.43,1.37,Abstract
fuss,2.43,1.41,Abstract
giddiness,2.43,1.04,Abstract
hubbub,2.43,1.08,Abstract
inertia,2.43,1.43,Abstract
leadership,2.43,1.26,Abstract
magnitude,2.43,1.45,Abstract
meanie,2.43,1.34,Abstract
orientation,2.43,1.29,Abstract
overage,2.43,1.2,Abstract
oxygenation,2.43,1.31,Abstract
persecution,2.43,1.37,Abstract
phantom,2.43,1.74,Abstract
plainness,2.43,1.31,Abstract
ranking,2.43,1.17,Abstract
referral,2.43,1.3,Abstract
sabbatical,2.43,1.35,Abstract
sequencing,2.43,1.33,Abstract
specialty,2.43,1.26,Abstract
terror,2.43,1.48,Abstract
theatrics,2.43,1.26,Abstract
vindicator,2.43,1.38,Abstract
weariness,2.43,1.23,Abstract
wrongdoing,2.43,1.38,Abstract
bourgeoisie,2.42,1.24,Abstract
curate,2.42,1.36,Abstract
deportation,2.42,1.33,Abstract
edibility,2.42,1.18,Abstract
geriatrics,2.42,1.21,Abstract
idiom,2.42,1.55,Abstract
improviser,2.42,1.27,Abstract
inclement,2.42,1.14,Abstract
intermix,2.42,0.9,Abstract
interspecies,2.42,1.21,Abstract
killjoy,2.42,1.39,Abstract
lamebrain,2.42,1.67,Abstract
lawbreaking,2.42,1.1,Abstract
mania,2.42,1.41,Abstract
multitude,2.42,1.33,Abstract
neatness,2.42,1.25,Abstract
neurobiology,2.42,1.36,Abstract
ownership,2.42,1.47,Abstract
probate,2.42,1.32,Abstract
recession,2.42,1.53,Abstract
rendition,2.42,1.3,Abstract
sexploitation,2.42,1.5,Abstract
showmanship,2.42,1.28,Abstract
signifier,2.42,1.35,Abstract
starvation,2.42,1.42,Abstract
tackiness,2.42,1.53,Abstract
tautness,2.42,1.5,Abstract
tenure,2.42,1.21,Abstract
trend,2.42,1.27,Abstract
vow,2.42,1.15,Abstract
wrath,2.42,1.33,Abstract
activation,2.41,1.31,Abstract
acuteness,2.41,1.24,Abstract
anger,2.41,1.32,Abstract
anthropology,2.41,1.59,Abstract
barbarism,2.41,1.33,Abstract
biggie,2.41,1.34,Abstract
childishness,2.41,1.05,Abstract
clerkship,2.41,1.19,Abstract
conservation,2.41,1.39,Abstract
contribution,2.41,1.21,Abstract
cure,2.41,1.38,Abstract
custodianship,2.41,1.28,Abstract
development,2.41,1.24,Abstract
emergency,2.41,1.05,Abstract
fault,2.41,1.45,Abstract
filibuster,2.41,1.5,Abstract
hammy,2.41,1.05,Abstract
hell,2.41,1.72,Abstract
incapacitation,2.41,1.37,Abstract
injunction,2.41,1.44,Abstract
memorization,2.41,1.35,Abstract
method,2.41,1.43,Abstract
modernization,2.41,1.31,Abstract
modifier,2.41,1.34,Abstract
neurosis,2.41,1.42,Abstract
outbound,2.41,1.3,Abstract
overexposure,2.41,1.19,Abstract
overstimulation,2.41,1.15,Abstract
overtone,2.41,1.28,Abstract
pathology,2.41,1.48,Abstract
precision,2.41,1.28,Abstract
reaction,2.41,1.09,Abstract
realignment,2.41,1.42,Abstract
realness,2.41,1.42,Abstract
reminder,2.41,1.5,Abstract
repertoire,2.41,1.38,Abstract
requisition,2.41,1.42,Abstract
scheme,2.41,1.19,Abstract
sensationalist,2.41,1.3,Abstract
sleaze,2.41,1.05,Abstract
snub,2.41,1.15,Abstract
stability,2.41,1.02,Abstract
stalemate,2.41,1.31,Abstract
subset,2.41,1.45,Abstract
syndication,2.41,1.31,Abstract
toughness,2.41,1.28,Abstract
undoing,2.41,1.32,Abstract
uprise,2.41,1.08,Abstract
uprising,2.41,1.28,Abstract
adaption,2.4,1.35,Abstract
celibacy,2.4,1.41,Abstract
confession,2.4,1.33,Abstract
convincer,2.4,1.47,Abstract
corruptor,2.4,1.47,Abstract
disappearance,2.4,1.38,Abstract
disarray,2.4,1.22,Abstract
hardcore,2.4,1.26,Abstract
inspirer,2.4,1.5,Abstract
monstrosity,2.4,1.3,Abstract
nincompoop,2.4,1.19,Abstract
nymphomania,2.4,1.41,Abstract
personage,2.4,1.29,Abstract
prospect,2.4,1.5,Abstract
remembrance,2.4,1.26,Abstract
schmuck,2.4,1.1,Abstract
stillness,2.4,1.38,Abstract
technique,2.4,1.32,Abstract
toxicology,2.4,1.5,Abstract
undertone,2.4,1.0,Abstract
brilliance,2.39,1.34,Abstract
candidacy,2.39,1.13,Abstract
closeness,2.39,1.34,Abstract
clumsiness,2.39,1.13,Abstract
compartmentalization,2.39,1.23,Abstract
confirmation,2.39,1.2,Abstract
corruption,2.39,1.45,Abstract
curse,2.39,1.34,Abstract
depression,2.39,1.5,Abstract
disruption,2.39,1.2,Abstract
doublespeak,2.39,1.29,Abstract
doubter,2.39,1.42,Abstract
egomaniac,2.39,1.29,Abstract
exposure,2.39,1.4,Abstract
fineness,2.39,1.47,Abstract
forte,2.39,1.26,Abstract
friendship,2.39,1.29,Abstract
hanker,2.39,1.73,Abstract
id,2.39,1.77,Abstract
inducer,2.39,1.47,Abstract
info,2.39,1.5,Abstract
juxtaposition,2.39,1.31,Abstract
kinetics,2.39,1.52,Abstract
manifestation,2.39,1.47,Abstract
option,2.39,1.45,Abstract
plea,2.39,1.23,Abstract
poise,2.39,1.31,Abstract
prude,2.39,1.13,Abstract
recognition,2.39,1.2,Abstract
redundancy,2.39,1.23,Abstract
remittance,2.39,1.57,Abstract
scariness,2.39,1.4,Abstract
standstill,2.39,1.29,Abstract
strongpoint,2.39,1.37,Abstract
submergence,2.39,1.37,Abstract
triangulation,2.39,1.41,Abstract
volunteerism,2.39,1.23,Abstract
whereabouts,2.39,1.31,Abstract
wildness,2.39,1.26,Abstract
accusation,2.38,1.24,Abstract
acquittal,2.38,1.32,Abstract
agility,2.38,1.4,Abstract
agony,2.38,1.47,Abstract
anguish,2.38,1.27,Abstract
bigotry,2.38,1.15,Abstract
biz,2.38,1.31,Abstract
caving,2.38,1.44,Abstract
characteristic,2.38,1.5,Abstract
counterforce,2.38,1.24,Abstract
counterintelligence,2.38,1.35,Abstract
counterpoint,2.38,1.37,Abstract
depletion,2.38,1.1,Abstract
deterioration,2.38,1.45,Abstract
drivel,2.38,1.28,Abstract
environmentalism,2.38,1.4,Abstract
festiveness,2.38,1.21,Abstract
friskiness,2.38,1.18,Abstract
grossness,2.38,1.24,Abstract
heroics,2.38,1.3,Abstract
impropriety,2.38,1.31,Abstract
ingrate,2.38,1.27,Abstract
livelihood,2.38,1.33,Abstract
lowdown,2.38,1.2,Abstract
maladjustment,2.38,1.39,Abstract
memory,2.38,1.52,Abstract
mortification,2.38,1.3,Abstract
nonsense,2.38,1.37,Abstract
overpressure,2.38,1.35,Abstract
pause,2.38,1.21,Abstract
perspective,2.38,1.39,Abstract
phonetics,2.38,1.45,Abstract
pleaser,2.38,1.42,Abstract
plethora,2.38,1.35,Abstract
procurement,2.38,1.36,Abstract
psychoses,2.38,1.44,Abstract
purist,2.38,1.4,Abstract
pyromania,2.38,1.35,Abstract
rankness,2.38,1.3,Abstract
redefinition,2.38,1.42,Abstract
reference,2.38,1.36,Abstract
refurbishment,2.38,1.21,Abstract
rigidity,2.38,1.31,Abstract
safekeeping,2.38,1.2,Abstract
seclusion,2.38,1.15,Abstract
softy,2.38,1.36,Abstract
spiritualist,2.38,1.32,Abstract
suffrage,2.38,1.42,Abstract
surrogacy,2.38,1.43,Abstract
sync,2.38,1.3,Abstract
achievement,2.37,1.5,Abstract
antigravity,2.37,1.33,Abstract
ascension,2.37,1.19,Abstract
ban,2.37,1.5,Abstract
conspirator,2.37,1.62,Abstract
deceit,2.37,1.13,Abstract
emancipation,2.37,1.19,Abstract
enormity,2.37,1.31,Abstract
extermination,2.37,1.28,Abstract
failsafe,2.37,1.18,Abstract
genealogy,2.37,1.33,Abstract
genre,2.37,1.19,Abstract
hogwash,2.37,1.47,Abstract
indignation,2.37,1.36,Abstract
issue,2.37,1.52,Abstract
journalism,2.37,1.19,Abstract
joy,2.37,1.52,Abstract
knower,2.37,1.11,Abstract
loneliness,2.37,1.43,Abstract
mannerism,2.37,1.47,Abstract
matchmaking,2.37,1.13,Abstract
materialist,2.37,1.45,Abstract
negotiation,2.37,1.36,Abstract
nonperformance,2.37,1.33,Abstract
popularity,2.37,1.39,Abstract
positioning,2.37,1.24,Abstract
preservation,2.37,1.15,Abstract
reign,2.37,1.33,Abstract
reparation,2.37,1.42,Abstract
resolution,2.37,1.35,Abstract
safety,2.37,1.31,Abstract
sexology,2.37,1.45,Abstract
synopses,2.37,1.31,Abstract
teamwork,2.37,1.15,Abstract
vicinity,2.37,1.35,Abstract
badmouth,2.36,1.29,Abstract
bewitchment,2.36,1.28,Abstract
bitterness,2.36,1.28,Abstract
caretaking,2.36,1.25,Abstract
coexistence,2.36,1.16,Abstract
continuation,2.36,1.16,Abstract
continuum,2.36,1.25,Abstract
correctness,2.36,1.13,Abstract
craziness,2.36,1.19,Abstract
decorum,2.36,1.5,Abstract
devotion,2.36,1.37,Abstract
differential,2.36,1.47,Abstract
discovery,2.36,1.42,Abstract
doomsday,2.36,1.42,Abstract
empowerment,2.36,1.39,Abstract
fad,2.36,1.19,Abstract
flashback,2.36,1.29,Abstract
fluctuation,2.36,1.03,Abstract
friendliness,2.36,1.34,Abstract
garishness,2.36,1.25,Abstract
headwork,2.36,1.29,Abstract
humanity,2.36,1.38,Abstract
indie,2.36,1.25,Abstract
inducement,2.36,1.29,Abstract
intellect,2.36,1.31,Abstract
jarring,2.36,1.34,Abstract
mastership,2.36,1.15,Abstract
miser,2.36,1.38,Abstract
opportunism,2.36,1.05,Abstract
perjurer,2.36,1.29,Abstract
prediction,2.36,1.39,Abstract
prep,2.36,1.32,Abstract
psychotherapy,2.36,1.11,Abstract
racism,2.36,1.11,Abstract
rashness,2.36,1.34,Abstract
rawness,2.36,1.19,Abstract
recertification,2.36,1.16,Abstract
religionist,2.36,1.38,Abstract
reorient,2.36,1.29,Abstract
restitution,2.36,1.22,Abstract
salesmanship,2.36,1.28,Abstract
seducer,2.36,1.25,Abstract
shenanigan,2.36,1.25,Abstract
sorrow,2.36,1.39,Abstract
standoffish,2.36,1.04,Abstract
stubbornness,2.36,1.25,Abstract
tenancy,2.36,1.43,Abstract
thrift,2.36,1.04,Abstract
tonality,2.36,1.5,Abstract
turnoff,2.36,1.19,Abstract
upgrade,2.36,1.32,Abstract
vigilance,2.36,1.25,Abstract
vulnerability,2.36,1.37,Abstract
absenteeism,2.35,1.47,Abstract
adjudication,2.35,1.32,Abstract
adventurist,2.35,1.53,Abstract
apartness,2.35,1.02,Abstract
berserk,2.35,1.29,Abstract
blunder,2.35,1.26,Abstract
deconstructionist,2.35,1.32,Abstract
disinheritance,2.35,1.19,Abstract
distemper,2.35,1.32,Abstract
exploiter,2.35,1.29,Abstract
hyperbole,2.35,1.5,Abstract
institutionalization,2.35,1.47,Abstract
language,2.35,1.5,Abstract
lore,2.35,1.23,Abstract
loser,2.35,1.33,Abstract
megalomaniac,2.35,1.26,Abstract
navigation,2.35,1.58,Abstract
onslaught,2.35,1.47,Abstract
reciprocation,2.35,1.26,Abstract
refocus,2.35,1.06,Abstract
repercussion,2.35,1.41,Abstract
soundness,2.35,1.2,Abstract
summation,2.35,1.11,Abstract
transfiguration,2.35,1.26,Abstract
waster,2.35,1.26,Abstract
authority,2.34,1.29,Abstract
awkwardness,2.34,1.23,Abstract
birthright,2.34,1.42,Abstract
deliverance,2.34,1.14,Abstract
drama,2.34,1.37,Abstract
enthusiasm,2.34,1.34,Abstract
fluke,2.34,1.42,Abstract
freedom,2.34,1.4,Abstract
genocide,2.34,1.52,Abstract
gimmick,2.34,1.26,Abstract
heritage,2.34,1.2,Abstract
insanity,2.34,1.29,Abstract
libertarian,2.34,1.29,Abstract
merger,2.34,1.37,Abstract
quadrillion,2.34,1.54,Abstract
ratification,2.34,1.04,Abstract
realist,2.34,1.29,Abstract
reallocation,2.34,1.32,Abstract
reciprocity,2.34,1.37,Abstract
romancer,2.34,1.17,Abstract
selection,2.34,1.14,Abstract
seniority,2.34,1.32,Abstract
standby,2.34,1.26,Abstract
survival,2.34,1.45,Abstract
uplift,2.34,1.26,Abstract
way,2.34,1.37,Abstract
agitation,2.33,1.39,Abstract
antagonism,2.33,1.27,Abstract
